id,redcap,version,consent_level,english_all_or_most_or_first_lang_or_school,usable,usable_age,testing_date,video_quality,audio_quality,age,floor_age,gender,condition,counterbalance,first_room,first_song,song1_mem_check,song2_mem_check,test_q,test_q_explanation,P_hear_S,P_see_S,S_see_P,carrie_diverse_desires,rachel_prediction_implicit_false_belief,joe_diverse_beliefs,diana_prediction_false_belief_location,diana_explanation_false_belief_location,diana_control_false_belief_location,allie_predicition_false_belief_location,allie_explanation_false_belief_location,allie_control_emotion,allie_prediction_moral_reasoning_false_belief,allie_explanation_moral_reasoning_false_belief,allie_prediction2_moral_reasoning_false_belief,allie_explanation2_moral_reasoning_false_belief,tom_fb_only,tom_fb_control,tom_fb_with_exp_control,tom_no_why,tom_no_moral,tom_no_why_no_moral,tom,VA_experience,SS_experience,va_type,number_of_SS_in_home,notes
AlexaEmbodiment_220216_113_LL,oc301,1,2,1,1,1,2/16/22,5,5,7.09,7,M,Person,3,office,spider,1,1,spider,because in the beggining she played it,Y,Y,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,0,0,NA,0,
AlexaEmbodiment_220217_114_AD,od299,1,2,1,1,1,2/17/22,5,4,7.35,7,F,Person,3,office,spider,1,1,spider,because its his favorite song and Scotty asked her to do it,Y,Y,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,1,0,Alexa and siri (on phone / tv),0,
AlexaEmbodiment_220217_115_AD,od320,1,3,1,1,1,2/17/22,5,5,7.09,7,M,Person,3,office,spider,1,1,spider,because that the guy on the right told the paisia on the left that his favorite song was the itsy bitsy spider,Y,Y,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,1,1,Siri and google home,3,"office, family room, and older boy's room"
AlexaEmbodiment_220218_116_GD,od202,1,2,1,0,0,2/18/22,5,5,5.45,5,F,VUI,4,kitchen,wheels,1,1,wheels,because that's what he told her,Y,N,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,0,0,NA,0,watched sibling participate on 2/14
AlexaEmbodiment_220221_117_LL,od164,1,1,1,1,1,2/21/22,5,5,8.94,8,F,Person,4,kitchen,wheels,1,1,wheels,because thats what he told her that was his favorite,Y,Y,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,1,1,Alexa,5,"kitchen, sun room, office, living room"
AlexaEmbodiment_220221_118_LL,oc888,1,3,1,1,1,2/21/22,5,5,7.86,7,M,VUI,3,kitchen,spider,1,1,spider,because he told her it was his favorite song,Y,N,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,1,1,Alexa,1,child's room
AlexaEmbodiment_220221_119_LL,oc551,1,2,1,1,1,2/21/22,5,5,7.94,7,F,Person,2,office,wheels,1,1,wheels,because she did that last time,Y,Y,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,1,0,"Siri (on phone), Alexa (on tablet, only in the past)",0,
AlexaEmbodiment_220221_120_AD,ob626,1,3,1,1,1,2/21/22,5,5,3.35,3,M,Person,2,office,wheels,1,1,spider,i dont know ,Y,Y,Y,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,NA,0,
AlexaEmbodiment_220224_121_AD,ob257,1,1,1,1,1,2/24,5,5,6.53,6,F,VUI,1,office,spider,1,1,spider,because he said he likes that song,Y,N,Y,1,1,1,1,1,1,1,1,1,0,0,1,1,3,3,6,7,9,7,11,1,1,Alexa,1,living room 
AlexaEmbodiment_220224_122_AD,ob495,1,1,1,1,1,2/24/22,5,5,5.11,5,F,VUI,4,kitchen,wheels,1,1,wheels,i dont know ,Y,N,Y,1,1,1,1,1,1,1,1,1,0,0,1,0,3,3,6,7,9,7,10,1,0,very rarely siri,0,
AlexaEmbodiment_220228_123_LL,od208,1,1,1,1,1,2/28/22,5,3,5.43,5,M,VUI,2,office,wheels,1,1,wheels,because its his first favorite song,Y,N,Y,1,1,1,1,1,1,0,0,1,0,0,1,1,2,2,4,6,7,6,9,1,1,"Siri, Alexa",1,"living room, some parent interference but mostly rephrasing questions in a helpful way, there was one point where parent laughed in response to an incorrect response (""is allie being mean"" ""yes"") but don't think it impacted child's explanation"
AlexaEmbodiment_220228_124_LL,oc816,1,2,1,1,1,2/28/22,5,2,3.83,3,F,Person,1,office,spider,1,1,wheels,N/A,Y,Y,Y,1,0,1,1,0,0,1,0,0,0,0,0,0,2,1,2,4,4,4,4,0.5,1,"Siri, Alexa, Google",2,"Observed but not used SS/VA (tried but unsucessful), struggled with why questions and the last story questions (mom said the vocab was too hard), also had audio issues and had to re-play first video (no sound first time around) + was on iPad so could not see me"
AlexaEmbodiment_220228_125_LL,ob782,1,2,1,1,1,2/28/22,5,5,6.71,6,F,Person,4,kitchen,wheels,1,1,wheels,because he told her that it was his favorite song,Y,Y,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,1,1,"Google (on SS), Alexa (on ipad)",1,
AlexaEmbodiment_220228_126_AD,od044,1,1,1,1,1,2/28/22,5,3,8.79,8,F,VUI,2,office,wheels,1,1,spider,because i think they are connected: he told second paisia actually my favorite song is itsy bitsy spider - he wouldn't have said actually if they weren't connected,Y,N,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,1,1,Alexa ,2,alexa in living room and dining room
AlexaEmbodiment_220228_127_AD,od018,1,3,1,1,1,2/28/22,5,5,8.12,8,F,VUI,4,kitchen,wheels,1,1,wheels,because he told her that was his favorite song,Y,N,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,1,1,"Alexa and Google, Amazon Echo ",3,playroom music room and living room
AlexaEmbodiment_220301_128_AD,oc071,1,3,1,1,1,03/01/22,5,5,6.54,6,M,VUI,2,office,wheels,1,1,wheels,because he said can you play my favorite song and he said my favorite song is my wheels on the bus,Y,N,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,1,0,Alexa,0,listens to alexa with grandma
AlexaEmbodiment_220301_129_AD,ob016,1,2,1,1,1,03/01/22,5,5,6.69,6,F,VUI,1,office,spider,1,1,spider,because he told her that's his favorite song and she said she would remember it,Y,N,Y,1,1,1,0,1,1,1,1,1,1,1,1,1,2,2,5,7,8,6,12,1,1,just google home,2,Google home in bathroom and kitchen
AlexaEmbodiment_220301_130_AD,od061,1,1,1,1,1,03/01/22,5,5,8.3,8,F,Person,4,kitchen,wheels,1,1,wheels,because scotty told paisia that that was his favorite song,Y,Y,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,0,0,NA,0,"""not regularly, siri very randomly"""
AlexaEmbodiment_220302_131_LL,ob615,1,2,1,1,1,3/2/22,5,5,6.71,6,F,Person,2,office,wheels,1,1,wheels,because he told her it was his favorite song,Y,Y,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,1,1,Amazon Echo,5,"Living room, kitchen, brothers room, childs room, parents room"
AlexaEmbodiment_220307_132_LL,od004,1,2,1,1,1,3/7/22,3,3,3.73,3,M,VUI,4,kitchen,wheels,1,1,wheels,because it did it the other time,Y,Y,Y,1,1,1,0,1,1,1,1,0,1,0,1,0,2,2,5,7,7,5,9,1,1,Amazon Echo,1,"Living room, said audio was a bit choppy and in first video the sound/video timing was off (lag); explanation: ""because it was there the other time"" ""because the other time it was right...on top"" (I accepted this response for diana + allie but unsure). surprisingly high TOM for a 3 y/o!"
AlexaEmbodiment_220307_133_LL,ob033,1,1,1,1,1,3/7/22,5,5,6.89,6,M,VUI,3,kitchen,spider,1,1,spider,because he said it was his favorite song when he talked to this Paisia,Y,N,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,0,0,NA,0,
AlexaEmbodiment_220307_134_AD,oc935,1,3,1,1,1,3/7/22,5,5,12.65,12,F,VUI,3,kitchen,spider,1,1,spider,"because that's what he told the circle paisia was his favorite song --> after says she was second guessing because she has 3 alexas that ""are all connected so it's a little different"" ",Y,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,Amazon echo,3,Alexa and Siri - has an alexa in bathroom living room and her room (also note ab understanding sharing info mechanism but still choosing song 1)
AlexaEmbodiment_220307_135_AD,od344,1,3,1,0,0,3/7/22,5,5,2.9,2,M,VUI,3,kitchen,spider,1,1,spider,N/a,Y,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,
AlexaEmbodiment_220307_136_AD,od015,1,3,1,0,0,3/7/22,5,5,3.09,3,M,Person,3,office,spider,1,1,n/a,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,
AlexaEmbodiment_220309_137_GD,oc959,1,2,1,1,1,3/9/22,5,5,3.86,3,M,Person,2,office,wheels,1,1,wheels,because that's his faveorite song,Y,Y,Y,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,2,1,3,2,3,1,0,Siri,0,
AlexaEmbodiment_220309_138_AD,oc817,1,3,1,1,1,3/9/22,5,5,11.48,11,M,VUI,1,office,spider,1,1,spider,because scotty told that paisia to play that song,Y,N,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,Siri on phone,0,
AlexaEmbodiment_220310_139_GD,od009,1,3,1,1,1,3/12/22,5,5,10.06,10,F,VUI,4,kitchen,wheels,1,1,wheels,because he told that Paisia that his favorite song was wheels on the bus,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,Alexa on phone,0,used to have a google home but not anymore
AlexaEmbodiment_220314_140_GD,od174,1,1,1,1,1,3/14/22,5,5,3.2,3,M,VUI,3,kitchen,spider,1,1,spider,that's the kind of song you play on Chromcast,Y,Y,Y,1,0,NR,1,0,0,1,0,0,0,0,0,0,2,1,2,3,3,3,3,0,0,NA,0,
AlexaEmbodiment_220314_141_GD,od261,1,3,1,1,1,3/14/22,5,5,3.35,3,F,Person,3,kitchen,spider,1,1,spider,because she wants it,Y,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Google Home,2,living room and child bedroom
AlexaEmbodiment_220316_142_GD,od161,1,3,1,1,1,3/16/22,5,4,3.62,3,M,VUI,2,office,wheels,1,1,wheels,idk,Y,Y,Y,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2,2,2,1,1,Homepod,3,kitchen and 2 kid bedrooms
AlexaEmbodiment_220316_143_GD,od181,1,2,1,0,1,3/16/22,5,4,3.15,3,F,VUI,4,kitchen,wheels,1,1,spider,yeah,Y,N,Y,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,
AlexaEmbodiment_220331_144_AD,ob476,1,2,1,1,1,3/31/22,5,5,3.54,3,M,Person,1,office,spider,1,1,spider,because he loves it,Y,Y,Y,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,3,3,5,3,7,0,0,apple home kit,0,apple home kit - said they have 2 and they are in the kitchen / family area
AlexaEmbodiment_220331_145_AD,od383,1,2,1,1,1,3/31/22,5,5,3.05,3,F,VUI,4,kitchen,wheels,1,1,spider,i dont know ,Y,N,N,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,2,2,2,0,0,NA,2,they have google homes in kitchen and living room and she tries to talk to it but it doesnt understand her
AlexaEmbodiment_220405_146_AD,ob420,1,1,1,1,1,4/5/22,5,4,3.39,3,F,VUI,4,kitchen,wheels,1,1,spider,N/A,Y,Y,Y,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,2,5,4,4,7,0,1,NA,2,2 google homes in living room and downstairs playroom. 
AlexaEmbodiment_220407_147_AD,oa052,1,3,1,1,1,4/7/22,5,5,10.23,10,F,VUI,2,office,wheels,1,1,wheels,because scotty told the paisia in the office that that was his favorite song,Y,Y,N,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,0,1,apple home pod,1,apple home pod (siri) in kitchen
AlexaEmbodiment_220407_148_AD,ob258,1,2,1,1,1,4/7/22,5,5,10.56,10,M,VUI,3,kitchen,spider,1,1,spider,because scotty told him that before,Y,N,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,1,1,siri and google assistant. ,1,amazon echo (new- in living room)
AlexaEmbodiment_220411_149_AD,oc269,1,2,1,1,1,4/11/22,5,5,9.32,9,M,VUI,1,office,spider,1,1,spider,beause he told that paisia it was his favorite song,Y,N,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,1,1,alexa,1,facebook portal - kitchen 
AlexaEmbodiment_220411_150_AD,od412,1,3,1,1,1,4/11/22,5,5,10.4,10,F,VUI,1,office,spider,1,1,wheels,because thats his favorite song,Y,N,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,1,1,alexa,2,in hadley's bedroom and living room 
AlexaEmbodiment_220412_151_AD,oc358,1,1,1,1,1,4/12/22,5,5,10.74,10,M,VUI,2,office,wheels,1,1,wheels,because he told paisia to play his favorite song ,Y,N,Y,0,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,7,8,6,12,1,1,google assistant,3,"3 google home - living room, dads bedroom, family room "
AlexaEmbodiment_220414_152_AD,ob616,1,2,1,1,1,4/14/2022,5,5,10.72,10,M,VUI,4,kitchen,wheels,1,1,wheels,because they are both different,Y,N,Y,1,1,0,1,1,1,1,1,1,1,1,1,1,3,3,6,7,8,6,12,1,1,alexa,6,"living room, kitchen, dining room, each of the 3 bedrooms"
AlexaEmbodiment_220414_153_AD,ob209,1,2,1,1,1,4/14/2022,4,5,7.12,7,F,VUI,4,kitchen,wheels,1,1,wheels,because he said that his favorite song was wheels on the bus,Y,N,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,0,0,NA,0,
AlexaEmbodiment_220414_154_AD,od392,1,2,1,1,1,4/14/22,5,4,3.5,3,M,VUI,3,kitchen,spider,1,1,spider,because he wanted to,N,N,N,0,1,0,1,1,1,0,0,1,0,0,0,0,2,2,4,3,5,4,5,0,1,NA,1,google home in kitchen
AlexaEmbodiment_220418_155_AD,od423,1,1,1,1,1,4/18,5,5,11.97,11,F,VUI,2,office,wheels,1,1,wheels,beause he told her to remember it,Y,N,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,1,1,"alexa, siri",4,"4 amazon echos. one in her room, one in each of her sisters' room, one in her moms room"
AlexaEmbodiment_220418_156_AD,od294,1,3,1,1,1,4/18,5,5,11.37,11,M,VUI,4,kitchen,wheels,1,1,wheels,because they're probably not linked to the same thing because they don't look like the same device,Y,N,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,1,1,siri,4,"4 google homes, office, family room, seth's room, one that moves around"
AlexaEmbodiment_220418_157_AD,od293,1,3,1,1,1,4/18,5,5,9.36,9,F,VUI,3,kitchen,spider,1,1,spider,because its his favorite and she remembers things,Y,N,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,1,1,siri,4,"4 google homes, office, family room, seth's room, one that moves around"
AlexaEmbodiment_220419_158_AD,ob081,1,1,1,1,1,4/19/22,5,5,10.05,10,M,VUI,3,kitchen,spider,1,1,spider,because he told paisia that that was his favorite song,Y,N,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,1,1,"alexa, google assistant sometimes",2,"google home in kitchen, amazon echo in room"
AlexaEmbodiment_220419_159_AD,oa057,1,2,1,1,1,4/19/2022,5,5,9.26,9,M,VUI,4,kitchen,wheels,1,1,spider,because if you have two paisias the one that you say that you change your mind it will connect to the other paisia because its all the same thing,Y,N,Y,1,1,0,1,1,1,1,1,1,1,0,0,1,3,3,6,6,8,6,10,1,1,siri,0,amazon echo
AlexaEmbodiment_220419_160_AD,od394,1,2,1,1,1,4/19/2022,4,4,3.59,3,F,Person,3,kitchen,spider,1,1,spider,i dont know ,N,Y,Y,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,3,3,4,3,4,0,0,NA,0,
AlexaEmbodiment_220421_161_AD,od118,1,2,1,1,1,4/21/22,5,4,11.77,11,F,VUI,2,office,wheels,1,1,spider,because they are connected,Y,N,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,1,1,siri,3,"one in her room, one in brothers, one in living room "
