child__hashed_id,condition,counterbalance,attn1,attn2,test,attn3,rachel_false_belief,diana_false_belief,allie_false_belief,num_speakers,coding_experience,smartphone_frequency,smart_speaker_frequency,voice_assistant_frequency,pass_attn1,pass_attn2,pass_attn3,pass_all_attn,chose_song_1,child_gender
DJKFNX,AI,3,spider,wheels,spider,1,1,1,1,0.0,"coding class at school,coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a day,Never,About once a week,1,1,1,1,1,m
H7RFHM,person,4,wheels,spider,wheels,1,1,1,1,2.0,no experience with coding,About once a day,Several times a day,About once a day,1,1,1,1,1,f
YAEUF5,person,2,wheels,spider,wheels,1,1,1,1,1.0,coding class at school,Several times a day,Never,About once a week,1,1,1,1,1,m
Ddd43L,person,3,spider,wheels,spider,1,1,1,1,0.0,coding class at school,Several times a day,,About once a day,1,1,1,1,1,f
c2DEY3,AI,1,spider,wheels,wheels,1,0,0,0,0.0,no experience with coding,About once a day,,Less than once a week,1,1,1,1,0,m
K7R7CV,AI,3,spider,wheels,spider,1,1,0,0,2.0,no experience with coding,About once a day,,About once a week,1,1,1,1,1,f
5c3F4C,AI,4,spider,spider,wheels,1,1,1,0,3.0,"coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,Several times a day,Several times a day,0,1,1,0,1,
4VA6AQ,,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,
F5G267,,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,
NDM42C,person,1,spider,wheels,spider,1,1,1,1,1.0,"coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a day,Never,Less than once a week,1,1,1,1,1,f
SJQQ2J,AI,3,twinkle,wheels,spider,1,1,0,0,,,,,,0,1,1,0,1,f
