,age_days,condition,counterbalance,attn1,attn2,test,attn3,rachel_false_belief,diana_false_belief,allie_false_belief,num_speakers,coding_experience,smartphone_frequency,smart_speaker_frequency,voice_assistant_frequency,pass_attn1,pass_attn2,pass_attn3,pass_all_attn,chose_song_1
317,2303,Person,4,wheels,spider,wheels,1,1,1,1,0,"coding class at school,coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a day,Never,Never,1,1,1,1,1
318,4943,Person,2,wheels,spider,wheels,1,1,1,1,3,no experience with coding,Several times a day,About once a day,About once a day,1,1,1,1,1
319,4766,Person,3,spider,wheels,spider,1,1,1,1,NA,no experience with coding,About once a day,NA,About once a week,1,1,1,1,1
320,2778,Person,4,wheels,spider,wheels,1,1,0,1,1,no experience with coding,Several times a day,About once a week,About once a week,1,1,1,1,1
321,2391,Person,2,wheels,spider,wheels,1,0,0,0,0,coding class at school,Several times a day,Never,Never,1,1,1,1,1
322,3873,Person,2,wheels,spider,wheels,1,1,1,1,0,"coding class at school,after school programs or camps related to coding",About once a day,NA,NA,1,1,1,1,1
323,3873,Person,2,wheels,spider,wheels,1,1,1,1,0,"coding class at school,after school programs or camps related to coding",About once a day,Never,Never,1,1,1,1,1
324,4954,AI,1,spider,wheels,spider,1,1,1,1,3,"after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)",Less than once a week,Several times a day,About once a day,1,1,1,1,1
325,3070,AI,2,wheels,spider,wheels,1,0,1,1,6,"after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a day,Several times a day,Several times a day,1,1,1,1,1
326,3324,AI,1,spider,wheels,spider,1,1,1,1,2,no experience with coding,Several times a day,About once a week,NA,1,1,1,1,1
327,3289,AI,2,wheels,spider,wheels,1,0,0,0,NA,NA,About once a day,NA,NA,1,1,1,1,1
328,3861,Person,4,wheels,spider,wheels,1,1,1,1,4,no experience with coding,About once a day,About once a day,About once a day,1,1,1,1,1
329,2970,AI,1,spider,wheels,spider,1,1,1,1,1,no experience with coding,Several times a day,Several times a day,Several times a day,1,1,1,1,1
330,3720,Person,1,spider,wheels,spider,1,1,1,0,3,after school programs or camps related to coding,Several times a day,Several times a day,Several times a day,1,1,1,1,1
331,4425,AI,3,spider,wheels,spider,1,1,1,1,1,coding class at school,Several times a day,About once a day,NA,1,1,1,1,1
332,3398,Person,2,wheels,spider,wheels,1,1,1,1,NA,NA,About once a day,NA,NA,1,1,1,1,1
333,1167,AI,2,wheels,spider,wheels,1,0,1,0,1,no experience with coding,Several times a day,Less than once a week,NA,1,1,1,1,1
334,3706,Person,1,spider,wheels,spider,1,1,1,1,1,no experience with coding,About once a week,Several times a day,Never,1,1,1,1,1
335,2164,Person,2,wheels,spider,spider,1,1,1,1,0,no experience with coding,About once a day,Never,Never,1,1,1,1,0
